account,symbol,execution_price,size,side,time,start_position,event,closedPnL,leverage
0x27d8c51c188,ETH,6199.83,32.622,Buy,2024-03-24 10:37:18,Long,TRADE,-10.9062,10.2
0x18b3c417154,BTC,19617.85,122.6312,Buy,2024-03-24 11:20:59,Short,LIQUIDATION,26.1969,20.2
0xf0ca0a4920,AVAX,54707.13,207.9807,Sell,2024-03-24 12:04:40,Short,LIQUIDATION,-41.1343,35.5
0x38f01992413,BTC,41978.16,40.1196,Sell,2024-03-24 12:48:21,Long,TRADE,-28.8968,5.1
0x3371e850724,BTC,3909.77,261.5875,Sell,2024-03-24 13:32:02,Short,TRADE,5.4132,24.1
0x179d765c716,BTC,42789.42,154.479,Buy,2024-03-24 14:15:43,Short,TRADE,-15.7972,6.5
0x16460d12139,AVAX,27573.9,230.0469,Buy,2024-03-24 14:59:24,,TRADE,14.6396,2.6
0xa789f9d571,MATIC,49637.2,67.0552,Buy,2024-03-24 15:43:05,Short,TRADE,17.9802,8.9
0x16f6093c963,BTC,34366.79,32.0697,Buy,2024-03-24 16:26:46,Long,FUNDING,54.3617,15.2
0x16460d12139,ETH,59587.83,142.3262,Buy,2024-03-24 17:10:27,,TRADE,-37.2801,12.2
0x2b7c120a380,ARB,19111.33,205.5738,Buy,2024-03-24 17:54:08,Short,TRADE,56.6199,27.0
0x138515c8784,AVAX,43596.14,910.9322,Sell,2024-03-24 18:37:49,Long,TRADE,41.3939,14.2
0x32e5855c619,ARB,19771.04,20.333,Sell,2024-03-24 19:21:30,Long,TRADE,3.5593,4.2
0x21802835318,SOL,29547.61,107.1531,Buy,2024-03-24 20:05:11,Short,TRADE,34.3194,16.0
0x31d26d1b803,DOGE,51782.74,196.3061,Sell,2024-03-24 20:48:52,Long,TRADE,-21.2458,5.0
0x161b2a7f463,SOL,31929.3,209.4884,Buy,2024-03-24 21:32:33,Short,TRADE,3.4055,7.2
0x34b26d16801,ARB,37662.48,23.146,Buy,2024-03-24 22:16:14,Short,TRADE,-30.025,19.3
0x31d26d1b803,BTC,46633.32,215.794,Sell,2024-03-24 22:59:54,Long,TRADE,47.0971,18.0
0x157aa984373,SOL,45259.93,16.1574,Buy,2024-03-24 23:43:35,Long,TRADE,-3.8925,10.2
0x2026823a930,DOGE,49466.74,18.3883,Buy,2024-03-25 00:27:16,Short,TRADE,50.0777,6.5
0x293bca6e135,ETH,34856.89,472.6243,Buy,2024-03-25 01:10:57,Short,TRADE,-7.42,12.4
0x275aafa4549,MATIC,32799.0,31.3479,Sell,2024-03-25 01:54:38,Short,TRADE,-6.4564,4.7
0x30d083e7480,MATIC,53273.28,306.7196,Buy,2024-03-25 02:38:19,Short,TRADE,20.9037,7.1
0x20d2216a956,ETH,55444.02,118.2572,Sell,2024-03-25 03:22:00,Short,TRADE,-48.3059,19.7
0x399c1465206,BTC,7766.94,325.7658,Buy,2024-03-25 04:05:41,Long,TRADE,-24.5123,7.8
0x62e0feb885,BTC,26992.95,52.1608,Buy,2024-03-25 04:49:22,Long,TRADE,8.5623,8.5
0x1888b994109,ARB,3352.46,54.6249,Buy,2024-03-25 05:33:03,Long,TRADE,-41.478,8.7
0xf5c455c152,ETH,8101.7,166.4937,Buy,2024-03-25 06:16:44,,TRADE,-11.6278,15.2
0x25eb358d415,ARB,16652.32,429.5949,Buy,2024-03-25 07:00:25,Short,TRADE,-2.3018,11.6
0x73592fd678,BTC,18867.31,351.2895,Buy,2024-03-25 07:44:06,Short,TRADE,-24.7707,11.4
0xe51fff8866,ARB,35865.04,40.7024,Buy,2024-03-25 08:27:47,Long,TRADE,31.7523,5.7
0x9889e82355,BTC,31888.59,1007.0028,Buy,2024-03-25 09:11:28,Short,TRADE,-12.3115,11.5
0x1bf2eb69331,ETH,3189.33,23.3454,Buy,2024-03-25 09:55:09,Long,TRADE,21.2294,15.6
0x1a0f3a49162,SOL,432.11,67.989,Sell,2024-03-25 10:38:50,Long,TRADE,14.5563,8.1
0x179afe9e920,BTC,48817.2,340.9534,Sell,2024-03-25 11:22:31,Short,TRADE,33.2394,10.9
0x203b57d4632,ETH,6357.8,146.6003,Buy,2024-03-25 12:06:12,Short,TRADE,-34.6966,8.9
0x259b4b1c396,AVAX,9862.26,586.6671,Buy,2024-03-25 12:49:52,Short,TRADE,-60.9584,6.2
0x31b33595440,BTC,55873.14,80.1555,Sell,2024-03-25 13:33:33,Short,TRADE,54.9583,6.2
0x29910ea5550,BTC,50888.69,260.3748,Sell,2024-03-25 14:17:14,,TRADE,-4.4051,4.2
0x2fd8183d373,BTC,56707.02,25.375,Sell,2024-03-25 15:00:55,Short,TRADE,6.5872,15.9
0xc8ff9f9490,SOL,51784.85,29.7972,Sell,2024-03-25 15:44:36,Long,TRADE,8.0378,1.7
0x2b7c120a380,ETH,52115.3,48.1686,Buy,2024-03-25 16:28:17,Short,TRADE,-36.3872,8.9
0x3ad8cd12483,AVAX,14105.56,23.39,Buy,2024-03-25 17:11:58,Long,TRADE,5.2039,7.0
0x2fd21e9c858,ARB,47145.8,24.6763,Buy,2024-03-25 17:55:39,Short,TRADE,5.8283,12.4
0x138515c8784,BTC,23551.5,71.2839,Sell,2024-03-25 18:39:20,Short,TRADE,18.1169,9.4
0x39603264507,ARB,54174.92,105.0823,Sell,2024-03-25 19:23:01,Long,TRADE,3.6379,19.8
0x1d88394c396,ARB,28926.11,97.8373,Buy,2024-03-25 20:06:42,Short,TRADE,-14.6857,14.7
0x14058da4819,ETH,47972.73,217.5653,Buy,2024-03-25 20:50:23,Long,TRADE,3.5063,8.7
0xa1a8ea8640,MATIC,58319.78,74.9704,Sell,2024-03-25 21:34:04,Long,TRADE,-16.2183,5.4
0x19746d4c834,BTC,55884.87,16.3811,Buy,2024-03-25 22:17:45,Long,TRADE,-6.8994,12.3
0x96fb014740,ETH,14960.82,55.9785,Buy,2024-03-25 23:01:26,Long,TRADE,-32.7912,8.3
0x161b2a7f463,MATIC,33288.76,196.457,Sell,2024-03-25 23:45:07,Short,TRADE,11.3483,8.8
0x1b1b4437537,ETH,19698.82,116.3003,Buy,2024-03-26 00:28:48,Short,TRADE,-31.453,5.0
0x39a5eed7164,ETH,29311.24,18.2471,Sell,2024-03-26 01:12:29,Short,TRADE,16.5036,10.9
0x327fea67974,SOL,4179.22,23.7579,Sell,2024-03-26 01:56:09,Long,TRADE,4.7577,7.4
0x32e5855c619,MATIC,25861.29,52.6184,Sell,2024-03-26 02:39:50,Long,TRADE,-10.8301,7.8
0x37833027988,BTC,34682.5,214.7391,Sell,2024-03-26 03:23:31,Long,LIQUIDATION,5.6532,1.1
0xfaf14ff612,BTC,39494.99,57.2581,Sell,2024-03-26 04:07:12,,TRADE,24.1688,10.2
0x18b3c417154,ETH,32094.56,169.5634,Buy,2024-03-26 04:50:53,Long,TRADE,-13.8077,5.6
0xd99a46b265,BTC,783.76,272.151,Buy,2024-03-26 05:34:34,Long,TRADE,-6.8436,13.6
0xba60287269,ETH,24416.32,177.2186,Sell,2024-03-26 06:18:15,Long,TRADE,-6.5668,10.4
0x242fb1f0534,ETH,33849.68,146.9969,Buy,2024-03-26 07:01:56,Short,TRADE,-0.3162,4.1
0x37b4e5e2695,ARB,55879.7,9.8149,Buy,2024-03-26 07:45:37,Short,TRADE,40.4697,9.4
0x161b2a7f463,SOL,56088.49,25.6103,Buy,2024-03-26 08:29:18,Short,TRADE,26.2682,11.3
0x3415fb4c917,BTC,7833.2,136.1225,Sell,2024-03-26 09:12:59,Short,TRADE,30.1951,34.9
0x30d083e7480,ETH,35080.79,33.4317,Sell,2024-03-26 09:56:40,,TRADE,-18.3349,14.3
0x2cab7e80292,ETH,23642.73,78.0776,Buy,2024-03-26 10:40:21,Short,FUNDING,18.5442,4.6
0x2c4ac55a583,BTC,47263.35,407.9325,Sell,2024-03-26 11:24:02,Long,TRADE,60.6004,32.0
0x10a45ace720,BTC,56351.47,24.7797,Sell,2024-03-26 12:07:43,,TRADE,-4.1001,8.5
0x114ff6d7669,ETH,33930.97,122.9661,Sell,2024-03-26 12:51:24,Short,TRADE,-1.9814,8.4
0x2720a941758,BTC,40368.04,439.7652,Buy,2024-03-26 13:35:05,Short,TRADE,-41.2157,32.0
0x2cfac714738,ETH,58676.81,8.9258,Sell,2024-03-26 14:18:46,Short,TRADE,39.735,6.8
0x303c8ac5542,DOGE,36715.23,35.2944,Buy,2024-03-26 15:02:27,Long,TRADE,29.9101,9.1
0x1987b6ba918,ARB,45717.08,33.5099,Buy,2024-03-26 15:46:07,Short,TRADE,-5.1065,3.7
0x15c8b5ad266,SOL,27402.66,149.3854,Buy,2024-03-26 16:29:48,Short,TRADE,31.9013,9.7
0x23e2c0d4427,BTC,38411.81,63.1663,Sell,2024-03-26 17:13:29,Long,TRADE,-6.5857,9.1
0x2b41dcd7587,ETH,51792.33,174.09,Buy,2024-03-26 17:57:10,Long,TRADE,65.135,7.9
0x38f01992413,ARB,51672.17,22.8634,Buy,2024-03-26 18:40:51,,LIQUIDATION,-52.6994,11.0
0x138515c8784,BTC,34792.77,51.5918,Buy,2024-03-26 19:24:32,Long,TRADE,-49.4091,6.1
0x1945b673450,ETH,59345.4,49.9235,Buy,2024-03-26 20:08:13,Long,LIQUIDATION,-15.1815,4.9
0x3ad8cd12483,BTC,26271.52,87.0479,Sell,2024-03-26 20:51:54,Short,TRADE,1.9607,10.1
0x62e0feb885,BTC,18147.57,110.3462,Buy,2024-03-26 21:35:35,Long,LIQUIDATION,-3.4373,6.3
0x268bad0f586,ETH,27168.34,40.2304,Sell,2024-03-26 22:19:16,Long,TRADE,-8.0251,6.7
0x73592fd678,BTC,30151.71,97.6131,Buy,2024-03-26 23:02:57,Short,LIQUIDATION,-34.8804,10.3
0x20d2216a956,SOL,55035.28,108.6274,Buy,2024-03-26 23:46:38,Long,TRADE,-39.9548,17.3
0x365b049b650,BTC,3636.74,6.9791,Sell,2024-03-27 00:30:19,Short,TRADE,-19.4354,10.5
0x16460d12139,SOL,30630.31,117.0117,Sell,2024-03-27 01:14:00,Long,TRADE,-27.963,32.8
0x2461bfd3806,SOL,8954.21,98.7405,Buy,2024-03-27 01:57:41,Short,TRADE,-16.3061,33.3
0x37b4e5e2695,ETH,7465.07,1354.9348,Buy,2024-03-27 02:41:22,Long,TRADE,51.5583,4.6
0x114ff6d7669,BTC,53574.55,114.6608,Buy,2024-03-27 03:25:03,Short,TRADE,28.7172,4.1
0x29a658bd659,MATIC,29041.12,72.0615,Sell,2024-03-27 04:08:44,Short,TRADE,22.1298,6.3
0x39a5eed7164,MATIC,3745.35,449.9417,Sell,2024-03-27 04:52:24,Long,TRADE,-5.0464,15.2
0x9a26803932,SOL,27596.42,44.9652,Buy,2024-03-27 05:36:05,,TRADE,-33.245,12.6
0x31d26d1b803,ARB,40065.33,33.0861,Buy,2024-03-27 06:19:46,Short,TRADE,20.4576,3.6
0x161b2a7f463,SOL,7090.58,60.2314,Buy,2024-03-27 07:03:27,Long,TRADE,-10.2725,5.4
0x10eba987919,ARB,23675.37,171.2595,Sell,2024-03-27 07:47:08,Long,LIQUIDATION,-11.4764,3.4
0x32e5855c619,ARB,59519.92,967.8264,Sell,2024-03-27 08:30:49,Short,TRADE,14.0555,2.1
0x268bad0f586,BTC,49748.66,125.4147,Buy,2024-03-27 09:14:30,Long,TRADE,-21.5116,14.2
0x2b41dcd7587,ARB,27130.86,63.3406,Buy,2024-03-27 09:58:11,Short,TRADE,-21.4425,11.0
0x22ea37dc687,BTC,42277.75,47.995,Buy,2024-03-27 10:41:52,Long,TRADE,-31.3879,21.1
0x179d765c716,ETH,20031.44,10.2404,Buy,2024-03-27 11:25:33,Short,TRADE,-13.7304,6.5
0x174eabfd313,BTC,52131.7,12.4661,Buy,2024-03-27 12:09:14,Long,TRADE,9.8439,18.1
0x1e86d761615,ETH,54417.57,87.7422,Buy,2024-03-27 12:52:55,Short,TRADE,-13.9525,6.9
0x19a96d0f751,BTC,33973.09,36.0198,Sell,2024-03-27 13:36:36,Short,FUNDING,-19.0357,15.9
0x38f01992413,SOL,485.52,90.4092,Sell,2024-03-27 14:20:17,Short,FUNDING,-17.9778,7.5
0xa96dcba112,MATIC,48819.3,44.0616,Buy,2024-03-27 15:03:58,Short,TRADE,-45.8787,25.7
0x1536773b121,ETH,31787.78,33.2164,Sell,2024-03-27 15:47:39,Short,TRADE,-8.7076,4.5
0x3635378e343,ETH,5859.71,18.9948,Buy,2024-03-27 16:31:20,Long,TRADE,-37.227,22.9
0x1a6c2c25836,SOL,3640.51,37.6566,Buy,2024-03-27 17:15:01,Long,TRADE,15.8597,13.0
0x373fd73f147,ETH,29497.79,1104.3276,Sell,2024-03-27 17:58:41,Long,TRADE,-19.6732,4.8
0x18e221f7531,SOL,40522.1,56.7936,Sell,2024-03-27 18:42:22,,TRADE,39.545,9.2
0x29679732463,ETH,30381.18,62.9321,Sell,2024-03-27 19:26:03,,TRADE,-10.1296,3.9
0x32b19c70466,ETH,16660.97,79.8591,Buy,2024-03-27 20:09:44,Long,LIQUIDATION,33.0259,2.3
0x13c35cc9821,BTC,46922.84,258.0886,Buy,2024-03-27 20:53:25,Short,LIQUIDATION,-11.8709,3.8
0xfb28b20178,SOL,4693.43,130.4404,Buy,2024-03-27 21:37:06,Long,TRADE,22.748,11.5
0x39de8fc3390,ETH,11343.1,72.3175,Buy,2024-03-27 22:20:47,Short,TRADE,22.6619,2.6
0x37b4e5e2695,ETH,45515.91,69.3364,Buy,2024-03-27 23:04:28,Long,TRADE,-59.9481,6.7
0x9889e82355,ETH,46748.15,56.1364,Buy,2024-03-27 23:48:09,Long,TRADE,17.9984,6.0
0x13c35cc9821,ETH,30263.86,10.0631,Buy,2024-03-28 00:31:50,Short,TRADE,-15.6571,19.3
0x39d82f4d824,ETH,6173.01,44.2091,Buy,2024-03-28 01:15:31,Short,TRADE,-27.5311,6.3
0x29ccd8d4268,BTC,1767.59,746.4246,Sell,2024-03-28 01:59:12,Short,TRADE,3.3333,5.0
0x34996f51679,MATIC,24453.58,499.114,Buy,2024-03-28 02:42:53,Long,TRADE,24.7886,6.5
0x13500e35426,BTC,20401.41,25.5409,Sell,2024-03-28 03:26:34,Short,TRADE,-22.2948,2.9
0x33c6520d315,BTC,38469.12,27.7096,Buy,2024-03-28 04:10:15,Long,TRADE,6.621,29.2
0x1765b3e9428,BTC,34777.08,850.5809,Buy,2024-03-28 04:53:56,Long,TRADE,4.5845,6.1
0xc74e658278,ETH,22950.75,22.93,Buy,2024-03-28 05:37:37,Short,TRADE,-13.6548,6.3
0x1e9090d7766,ETH,43759.38,14.3415,Buy,2024-03-28 06:21:18,Short,TRADE,3.6434,3.5
0x135af16d669,SOL,21831.68,34.1758,Buy,2024-03-28 07:04:59,Long,TRADE,11.938,6.9
0x16f6093c963,BTC,9607.14,71.894,Buy,2024-03-28 07:48:39,,TRADE,14.7186,10.4
0x21802835318,BTC,14045.98,167.4599,Buy,2024-03-28 08:32:20,Long,TRADE,9.5461,14.7
0x10eba987919,BTC,43611.99,25.4686,Buy,2024-03-28 09:16:01,Short,TRADE,21.6285,9.6
0x3371e850724,BTC,44659.79,234.6011,Buy,2024-03-28 09:59:42,,TRADE,-3.092,4.0
0x1f5ee475551,BTC,42242.51,40.4019,Buy,2024-03-28 10:43:23,Long,TRADE,2.4256,10.1
0x39603264507,BTC,1322.66,69.6581,Sell,2024-03-28 11:27:04,,TRADE,5.8092,21.2
0x34760cdb775,ETH,51000.72,528.3895,Buy,2024-03-28 12:10:45,Short,TRADE,-38.7595,12.1
0x1524aa87201,MATIC,24401.73,789.8575,Sell,2024-03-28 12:54:26,Long,TRADE,-21.0929,37.7
0x1e2ab9bd861,ETH,52558.06,201.0523,Buy,2024-03-28 13:38:07,Long,TRADE,54.395,11.1
0x1536773b121,BTC,22341.56,127.1412,Buy,2024-03-28 14:21:48,Short,TRADE,-23.7129,18.3
0x36838960778,BTC,58855.07,13.0518,Buy,2024-03-28 15:05:29,Short,TRADE,-26.9919,13.7
0x373eaca8390,BTC,33349.44,600.125,Buy,2024-03-28 15:49:10,Long,TRADE,-19.3984,6.8
0x2ea2b6e5200,ETH,11701.74,99.9624,Sell,2024-03-28 16:32:51,Short,TRADE,-42.1745,9.6
0x16460d12139,ETH,33064.43,104.9698,Buy,2024-03-28 17:16:32,Long,TRADE,-23.7106,19.4
0x179afe9e920,ETH,7896.47,81.6782,Sell,2024-03-28 18:00:13,Long,TRADE,-13.3966,8.1
0x1bf2eb69331,ETH,3182.45,77.2897,Sell,2024-03-28 18:43:54,Short,TRADE,-1.3777,12.7
0x2effaaee209,BTC,6267.94,4.8533,Sell,2024-03-28 19:27:35,Short,TRADE,3.3585,6.9
0x32b19c70466,SOL,17401.22,35.4714,Buy,2024-03-28 20:11:16,Short,TRADE,31.2606,6.7
0x236c14d0687,BTC,21796.8,60.3662,Buy,2024-03-28 20:54:56,Short,TRADE,-24.1544,10.5
0x2b502e25646,BTC,40240.35,33.8242,Sell,2024-03-28 21:38:37,,TRADE,-19.8732,3.3
0x1200a2de812,BTC,15918.27,61.4132,Sell,2024-03-28 22:22:18,,TRADE,-37.135,21.1
0x114ff6d7669,ARB,56822.29,24.0337,Buy,2024-03-28 23:05:59,,TRADE,-13.0758,14.9
0x31b33595440,DOGE,8761.96,73.7473,Buy,2024-03-28 23:49:40,Long,TRADE,9.9037,8.9
0x2f5fef85223,BTC,37445.93,64.1351,Sell,2024-03-29 00:33:21,Long,TRADE,-4.1517,8.8
0x1d88394c396,ARB,11379.06,97.6949,Buy,2024-03-29 01:17:02,,TRADE,-3.2445,2.8
0x271719c2112,AVAX,1043.19,818.609,Sell,2024-03-29 02:00:43,Short,TRADE,-18.9572,12.9
0x146d9f1a784,MATIC,39110.35,184.0606,Sell,2024-03-29 02:44:24,Long,TRADE,4.7941,18.7
0x34986477756,BTC,17097.25,54.7847,Buy,2024-03-29 03:28:05,Long,TRADE,5.5302,4.7
0x1bf2eb69331,ETH,5847.6,505.2514,Buy,2024-03-29 04:11:46,Short,TRADE,39.3936,9.1
0x26835a11623,SOL,45036.71,35.1147,Buy,2024-03-29 04:55:27,Short,FUNDING,-25.8449,9.0
0xc8ff9f9490,AVAX,35560.54,183.5993,Buy,2024-03-29 05:39:08,Long,TRADE,-14.7736,13.2
0x1a0f3a49162,ETH,1555.04,249.8501,Sell,2024-03-29 06:22:49,Long,TRADE,-34.4165,3.0
0x271719c2112,BTC,2541.25,9.0699,Buy,2024-03-29 07:06:30,Short,TRADE,-49.495,5.8
0x1d88394c396,BTC,1586.08,89.06,Sell,2024-03-29 07:50:11,Short,TRADE,30.2905,7.5
0x174eabfd313,DOGE,5695.98,54.4446,Buy,2024-03-29 08:33:52,Short,TRADE,47.3389,3.7
0xc1f22ef193,DOGE,48530.95,179.9533,Buy,2024-03-29 09:17:33,Short,TRADE,-11.0438,17.2
0x179d765c716,SOL,17676.79,69.4567,Buy,2024-03-29 10:01:14,Short,TRADE,-1.9034,4.5
0x146d9f1a784,DOGE,38036.9,48.8872,Buy,2024-03-29 10:44:54,Short,TRADE,22.0358,12.3
0x1888b994109,BTC,982.22,17.3045,Sell,2024-03-29 11:28:35,Short,TRADE,-1.7002,13.2
0x363defe8982,ETH,11290.0,245.9355,Buy,2024-03-29 12:12:16,Short,LIQUIDATION,-6.833,9.3
0x34c1bb7b644,ARB,47602.18,44.7115,Sell,2024-03-29 12:55:57,Short,TRADE,-11.0403,5.0
0x2cab7e80292,BTC,43297.99,22.0471,Buy,2024-03-29 13:39:38,Long,TRADE,40.0486,5.7
0x32b19c70466,ETH,26671.77,51.9858,Sell,2024-03-29 14:23:19,Short,TRADE,32.8405,17.0
0xfb28b20178,ETH,49113.99,93.7777,Buy,2024-03-29 15:07:00,Long,TRADE,-59.7332,9.5
0x25632813245,AVAX,812.15,59.7477,Buy,2024-03-29 15:50:41,Short,TRADE,66.4086,7.6
0x1765b3e9428,ETH,20590.85,15.2668,Buy,2024-03-29 16:34:22,Long,TRADE,9.8579,6.6
0x1f612afb952,BTC,6869.6,87.3243,Buy,2024-03-29 17:18:03,Long,TRADE,13.4558,9.3
0x2b7c120a380,ETH,53101.78,16.9635,Buy,2024-03-29 18:01:44,Short,TRADE,-11.6561,14.0
0x33f3dffb169,ETH,52476.61,30.6213,Sell,2024-03-29 18:45:25,Short,TRADE,51.3393,8.6
0x1a0fa8e7449,ETH,1949.63,31.185,Buy,2024-03-29 19:29:06,Long,TRADE,-27.976,12.9
0x18b3c417154,BTC,45380.29,490.7036,Buy,2024-03-29 20:12:47,Short,TRADE,-58.6785,3.9
0xc1f22ef193,BTC,19770.79,125.8431,Sell,2024-03-29 20:56:28,Long,TRADE,6.1436,19.7
0x327fea67974,SOL,20472.85,88.1693,Sell,2024-03-29 21:40:09,Short,TRADE,-2.4486,3.6
0x31a9bbfd184,BTC,39936.47,128.6824,Buy,2024-03-29 22:23:50,Short,TRADE,6.6779,5.5
0x1a0fa8e7449,ETH,23915.58,219.983,Buy,2024-03-29 23:07:31,Long,TRADE,24.3453,13.0
0x18e221f7531,MATIC,41538.87,6.5295,Buy,2024-03-29 23:51:11,Long,TRADE,-0.7318,11.1
0x1cdd7c67738,BTC,35249.5,66.1425,Buy,2024-03-30 00:34:52,Short,TRADE,-7.4967,5.1
0x1d65c7c1273,ARB,49681.44,48.9349,Buy,2024-03-30 01:18:33,Long,TRADE,-34.7314,9.3
0x1d88394c396,SOL,6642.24,39.5034,Sell,2024-03-30 02:02:14,,TRADE,-15.0,7.3
0x1a6c2c25836,SOL,34028.43,31.5331,Sell,2024-03-30 02:45:55,Short,FUNDING,-33.6307,4.7
0x2e70c481974,SOL,7131.47,6.1064,Buy,2024-03-30 03:29:36,Long,FUNDING,58.307,7.7
0x1f5ee475551,SOL,10207.61,46.5246,Buy,2024-03-30 04:13:17,Long,TRADE,9.0537,5.3
0x9a26803932,SOL,47743.86,95.62,Buy,2024-03-30 04:56:58,,TRADE,-52.6556,4.8
0x31b33595440,ARB,43989.19,84.4164,Sell,2024-03-30 05:40:39,Long,TRADE,-7.718,8.7
0xd99a46b265,BTC,9248.72,36.2969,Sell,2024-03-30 06:24:20,Short,TRADE,8.5727,12.0
0x724f640674,BTC,25828.96,112.3214,Sell,2024-03-30 07:08:01,Short,TRADE,-3.1673,8.5
0x220cf166832,BTC,34557.88,131.8816,Buy,2024-03-30 07:51:42,Long,TRADE,13.2561,2.6
0x24589a0d940,BTC,20596.31,51.5221,Buy,2024-03-30 08:35:23,,TRADE,5.8714,9.6
0x37b4e5e2695,ETH,20570.79,94.7194,Buy,2024-03-30 09:19:04,Short,TRADE,19.3671,15.7
0x62e0feb885,BTC,21337.14,112.4536,Buy,2024-03-30 10:02:45,Long,TRADE,33.3709,20.6
0xc7c7b9b250,BTC,40623.09,42.986,Sell,2024-03-30 10:46:26,Long,TRADE,-2.9181,18.4
0x20d2216a956,BTC,8723.18,132.5084,Buy,2024-03-30 11:30:07,Short,TRADE,18.4057,4.9
0xa96dcba112,DOGE,28221.71,18.7168,Buy,2024-03-30 12:13:48,Long,TRADE,-27.7472,6.3
0xed66776264,ETH,41672.02,18.3087,Buy,2024-03-30 12:57:28,,TRADE,-1.4991,9.0
0x9889e82355,SOL,43430.35,71.202,Buy,2024-03-30 13:41:09,Short,TRADE,8.7963,9.5
0x2b41dcd7587,ARB,11045.65,299.4415,Buy,2024-03-30 14:24:50,Short,TRADE,0.3964,10.2
0x2026823a930,AVAX,7830.19,80.8672,Sell,2024-03-30 15:08:31,Short,TRADE,23.7217,19.5
0x9be15e7396,BTC,52520.89,67.0372,Sell,2024-03-30 15:52:12,Short,TRADE,-42.3004,11.2
0x35290c75544,BTC,21395.6,14.3461,Buy,2024-03-30 16:35:53,Long,TRADE,42.3668,20.7
0x146d9f1a784,BTC,18620.92,269.4417,Buy,2024-03-30 17:19:34,Long,TRADE,19.7061,6.3
0x2cab7e80292,BTC,45502.39,219.3271,Sell,2024-03-30 18:03:15,Long,TRADE,-22.6862,7.9
0x21799520910,ETH,31180.51,15.0976,Buy,2024-03-30 18:46:56,Long,TRADE,25.7558,7.7
0x25632813245,ETH,35684.64,318.7266,Buy,2024-03-30 19:30:37,Short,TRADE,-14.0979,9.6
0x29ccd8d4268,ETH,32113.92,37.0292,Sell,2024-03-30 20:14:18,Short,TRADE,-10.7236,4.4
0x21d5539d175,BTC,41597.44,93.994,Sell,2024-03-30 20:57:59,Long,TRADE,20.1645,31.6
0x1e604bfb894,BTC,5635.11,611.3155,Sell,2024-03-30 21:41:40,Long,TRADE,-10.0555,10.6
0x1b1b4437537,ETH,29937.73,18.3503,Sell,2024-03-30 22:25:21,Short,TRADE,-0.0806,7.0
0x299e63d0281,SOL,21850.44,84.312,Buy,2024-03-30 23:09:02,Long,TRADE,13.5248,5.2
0x179afe9e920,AVAX,15032.41,32.5876,Sell,2024-03-30 23:52:43,Long,TRADE,-27.0565,10.5
0x303c8ac5542,ETH,3277.81,10.0869,Buy,2024-03-31 00:36:24,Long,LIQUIDATION,35.7975,14.2
0x30d90c2f866,ETH,50751.88,43.217,Sell,2024-03-31 01:20:05,Short,TRADE,-21.4464,17.5
0x10b23028789,BTC,25099.76,17.3099,Sell,2024-03-31 02:03:46,Short,TRADE,-28.495,10.3
0x73592fd678,SOL,57039.19,85.214,Buy,2024-03-31 02:47:26,Short,TRADE,17.8626,6.1
0x236c14d0687,SOL,21427.4,375.9106,Buy,2024-03-31 03:31:07,Long,TRADE,-7.4731,12.2
0x2fddcdbd174,ETH,46689.68,78.3251,Buy,2024-03-31 04:14:48,Short,FUNDING,-65.9652,9.4
0x2695fca4578,ETH,21340.86,19.1766,Sell,2024-03-31 04:58:29,Short,TRADE,-18.0278,8.1
0xed66776264,BTC,50143.59,19.8738,Buy,2024-03-31 05:42:10,Short,TRADE,-47.8127,10.1
0x1a6c2c25836,ETH,44678.28,161.234,Buy,2024-03-31 06:25:51,,FUNDING,-29.1002,9.3
0x1524aa87201,BTC,2392.8,367.2146,Sell,2024-03-31 07:09:32,Long,TRADE,-12.2589,9.9
0x37833027988,ETH,31142.41,163.1808,Sell,2024-03-31 07:53:13,Long,FUNDING,-7.895,7.0
0x9889e82355,BTC,9247.73,4.3929,Sell,2024-03-31 08:36:54,,TRADE,-1.3712,26.4
0x2309bb78553,SOL,47897.51,22.8535,Sell,2024-03-31 09:20:35,Long,LIQUIDATION,14.4892,5.5
0x2ef7f5ad798,ETH,54720.38,131.9751,Buy,2024-03-31 10:04:16,Short,TRADE,0.6513,10.6
0x9889e82355,BTC,17520.12,1514.9652,Buy,2024-03-31 10:47:57,Long,TRADE,-44.3288,12.3
0xe0caaf0896,ETH,31104.02,5.54,Sell,2024-03-31 11:31:38,Long,TRADE,23.5842,8.0
0x39603264507,BTC,40579.89,239.2457,Sell,2024-03-31 12:15:19,Short,TRADE,-6.5452,19.1
0x25572ec3998,BTC,52213.13,34.9978,Sell,2024-03-31 12:59:00,Long,TRADE,-11.7506,7.5
0x2fd8183d373,BTC,26600.15,53.211,Sell,2024-03-31 13:42:41,Long,TRADE,39.0463,15.0
0x73592fd678,AVAX,55276.01,74.0438,Sell,2024-03-31 14:26:22,Long,TRADE,-24.7161,21.2
0x327b6a05586,ETH,50544.19,271.7715,Buy,2024-03-31 15:10:03,Short,TRADE,-35.5168,12.7
0xe51fff8866,ETH,46786.78,124.0622,Sell,2024-03-31 15:53:43,Long,TRADE,-41.1104,9.0
0xbcdf5b9960,BTC,8676.32,47.6795,Buy,2024-03-31 16:37:24,Long,TRADE,22.2411,5.3
0x1e86d761615,SOL,32850.19,48.497,Sell,2024-03-31 17:21:05,Short,TRADE,-82.0725,7.9
0xc7c7b9b250,ARB,42388.86,95.6673,Buy,2024-03-31 18:04:46,Short,TRADE,16.5351,6.9
